session,user,stage,start,end,side,filename,moving_hand,held_out_user,held_out_stage,split,generalization
2022-05-18-1652860800-999d8-cv-emg-pose-demonstration@2,03d49b393e,PokePinchCloseFar,1652882654.05,1652882724.85,right,2022-05-18-1652860800-999d8-cv-emg-pose-demonstration@2-recording-9_right,right,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ThumbsUpDownThumbRotationsCWCCWP,1652877851.7,1652877943.85,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-1_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ThumbsUpDownThumbRotationsCWCCWP,1652877851.7,1652877943.85,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-1_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,IndividualFingerPointingSnap,1652878636.1333334,1652878702.3166666,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-10_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,IndividualFingerPointingSnap,1652878636.1333334,1652878702.3166666,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-10_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,HandClawGraspFlicks,1652878724.3333333,1652878815.4833333,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-11_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,HandClawGraspFlicks,1652878724.3333333,1652878815.4833333,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-11_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ShakaVulcanPeace,1652878834.5166667,1652878917.6333334,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-12_left,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ShakaVulcanPeace,1652878834.5166667,1652878917.6333334,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-12_right,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,HookEmHornsOKScissors,1652878931.0,1652878996.0666666,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-13_left,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,HookEmHornsOKScissors,1652878931.0,1652878996.0666666,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-13_right,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,TwoHandedFreeStyle,1652879015.2666667,1652879257.65,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-14_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,TwoHandedFreeStyle,1652879015.2666667,1652879257.65,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-14_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,unconstrained,1652879274.7666667,1652879336.6666667,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-15_left,right,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,OneHandedFreeStyle,1652879274.7666667,1652879336.6666667,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-15_right,right,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,OneHandedFreeStyle,1652879345.0166667,1652879410.2,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-16_left,left,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,unconstrained,1652879345.0166667,1652879410.2,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-16_right,left,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,CountingUpDownFaceSideAway,1652877962.6833334,1652878026.6333334,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-2_left,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,CountingUpDownFaceSideAway,1652877962.6833334,1652878026.6333334,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-2_right,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ThumbsSwipesWholeHand,1652878039.7333333,1652878124.8833332,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-3_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,ThumbsSwipesWholeHand,1652878039.7333333,1652878124.8833332,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-3_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerWigglingSpreading,1652878144.8166666,1652878212.1833334,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-4_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerWigglingSpreading,1652878144.8166666,1652878212.1833334,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-4_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerAbductionSeries,1652878229.3166666,1652878300.75,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-5_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerAbductionSeries,1652878229.3166666,1652878300.75,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-5_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,WristFlexionAbduction,1652878314.6333334,1652878384.9,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-6_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,WristFlexionAbduction,1652878314.6333334,1652878384.9,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-6_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerPinchesSingleFingerPinchesMultiple,1652878404.5666666,1652878468.2166667,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-7_left,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerPinchesSingleFingerPinchesMultiple,1652878404.5666666,1652878468.2166667,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-7_right,both,False,False,train,none
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerFreeform,1652878485.7333333,1652878523.0833333,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-8_left,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerFreeform,1652878485.7333333,1652878523.0833333,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-8_right,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerFreeform,1652878551.05,1652878612.35,left,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-9_left,both,False,True,test,stage
2022-05-18-1652860800-b5766-cv-emg-pose-train@2,03d49b393e,FingerFreeform,1652878551.05,1652878612.35,right,2022-05-18-1652860800-b5766-cv-emg-pose-train@2-recording-9_right,both,False,True,test,stage
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,TwoHandedFreeStyle,1652883910.7,1652883974.0333333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-1_left,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,TwoHandedFreeStyle,1652883910.7,1652883974.0333333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-1_right,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PokePinchCloseFar,1652884559.6333334,1652884619.6333334,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-10_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884559.6333334,1652884619.6333334,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-10_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884636.7333333,1652884695.0,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-11_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,GraspPunchCloseFar,1652884636.7333333,1652884695.0,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-11_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,GraspPunchCloseFar,1652884707.6833334,1652884763.7,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-12_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884707.6833334,1652884763.7,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-12_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884779.45,1652884856.85,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-13_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PokeDrawPinchRotateclosefar,1652884779.45,1652884856.85,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-13_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PokeDrawPinchRotateclosefar,1652884866.8166666,1652884920.3,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-14_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884866.8166666,1652884920.3,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-14_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884941.9166667,1652885007.3833334,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-15_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,AllFingerPinchesThumbSwipeThumbRotate,1652884941.9166667,1652885007.3833334,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-15_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652885021.8833332,1652885081.5333333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-16_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,CountingUpDownFingerWigglingSpreading,1652885021.8833332,1652885081.5333333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-16_right,right,False,True,test,stage
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652885102.25,1652885171.5166667,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-17_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,OneHandedFreeStyle,1652885102.25,1652885171.5166667,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-17_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,FingerTouchPalmClapmrburns,1652885192.5666666,1652885249.8166666,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-18_left,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,FingerTouchPalmClapmrburns,1652885192.5666666,1652885249.8166666,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-18_right,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PlayBlocksChess,1652885269.5833333,1652885357.2333333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-19_left,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PlayBlocksChess,1652885269.5833333,1652885357.2333333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-19_right,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652883992.3333333,1652884047.8333333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-2_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,IndexPinchesMiddlePinchesThumbswipes,1652883992.3333333,1652884047.8333333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-2_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,CoffeePanicPete,1652885378.0,1652885446.7666667,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-20_left,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,CoffeePanicPete,1652885378.0,1652885446.7666667,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-20_right,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,IndexPinchesMiddlePinchesThumbswipes,1652884061.65,1652884111.5,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-3_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884061.65,1652884111.5,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-3_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884126.3333333,1652884181.7833333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-4_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,DoorknobFingerGraspFistGrab,1652884126.3333333,1652884181.7833333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-4_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,DoorknobFingerGraspFistGrab,1652884190.75,1652884242.4833333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-5_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884190.75,1652884242.4833333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-5_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884258.6666667,1652884314.4833333,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-6_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,FastPongFronthandBackhandThrowing,1652884258.6666667,1652884314.4833333,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-6_right,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,FastPongFronthandBackhandThrowing,1652884324.0833333,1652884394.4166667,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-7_left,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884324.0833333,1652884394.4166667,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-7_right,left,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,HandDeskSeparateClaspedChest,1652884409.9166667,1652884469.5,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-8_left,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,HandDeskSeparateClaspedChest,1652884409.9166667,1652884469.5,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-8_right,both,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,unconstrained,1652884486.2666667,1652884547.8,left,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-9_left,right,False,False,train,none
2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2,03d49b393e,PokePinchCloseFar,1652884486.2666667,1652884547.8,right,2022-05-18-1652860800-f5fe0-cv-emg-pose-demonstration@2-recording-9_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,TwoHandedFreeStyle,1654516150.6333334,1654516159.35,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-1_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,TwoHandedFreeStyle,1654516150.6333334,1654516159.35,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-1_right,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PokePinchCloseFar,1654516706.4666667,1654516751.55,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-10_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516706.4666667,1654516751.55,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-10_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516763.5666666,1654516808.6833334,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-11_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PokePinchCloseFar,1654516763.5666666,1654516808.6833334,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-11_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,GraspPunchCloseFar,1654516824.4166667,1654516869.6,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-12_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516824.4166667,1654516869.6,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-12_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516879.0333333,1654516923.9666667,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-13_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,GraspPunchCloseFar,1654516879.0333333,1654516923.9666667,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-13_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PokeDrawPinchRotateclosefar,1654516958.1166666,1654517006.9666667,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-14_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516958.1166666,1654517006.9666667,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-14_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654517017.4833333,1654517063.6,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-15_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PokeDrawPinchRotateclosefar,1654517017.4833333,1654517063.6,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-15_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654517136.4666667,1654517184.8333333,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-16_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,AllFingerPinchesThumbSwipeThumbRotate,1654517136.4666667,1654517184.8333333,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-16_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654517208.9166667,1654517253.6166666,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-17_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,CountingUpDownFingerWigglingSpreading,1654517208.9166667,1654517253.6166666,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-17_right,right,False,True,test,stage
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654517265.8333333,1654517311.0,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-18_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,OneHandedFreeStyle,1654517265.8333333,1654517311.0,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-18_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,FingerTouchPalmClapmrburns,1654517333.2,1654517394.65,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-19_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,FingerTouchPalmClapmrburns,1654517333.2,1654517394.65,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-19_right,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,TwoHandedFreeStyle,1654516162.0,1654516223.6166666,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-2_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,TwoHandedFreeStyle,1654516162.0,1654516223.6166666,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-2_right,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PlayBlocksChess,1654517425.0666666,1654517485.5833333,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-20_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,PlayBlocksChess,1654517425.0666666,1654517485.5833333,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-20_right,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,CoffeePanicPete,1654517547.9333334,1654517607.4666667,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-21_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,CoffeePanicPete,1654517547.9333334,1654517607.4666667,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-21_right,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,IndexPinchesMiddlePinchesThumbswipes,1654516257.8833332,1654516302.5666666,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-3_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516257.8833332,1654516302.5666666,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-3_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516312.7833333,1654516357.85,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-4_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,IndexPinchesMiddlePinchesThumbswipes,1654516312.7833333,1654516357.85,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-4_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,DoorknobFingerGraspFistGrab,1654516378.7333333,1654516428.9,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-5_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516378.7333333,1654516428.9,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-5_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516439.5666666,1654516484.9333334,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-6_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,DoorknobFingerGraspFistGrab,1654516439.5666666,1654516484.9333334,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-6_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,FastPongFronthandBackhandThrowing,1654516506.2833333,1654516551.55,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-7_left,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516506.2833333,1654516551.55,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-7_right,left,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,unconstrained,1654516561.8166666,1654516606.85,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-8_left,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,FastPongFronthandBackhandThrowing,1654516561.8166666,1654516606.85,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-8_right,right,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,HandDeskSeparateClaspedChest,1654516628.6166666,1654516688.6833334,left,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-9_left,both,False,False,train,none
2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2,f6a246de38,HandDeskSeparateClaspedChest,1654516628.6166666,1654516688.6833334,right,2022-06-06-1654502400-13dba-cv-emg-pose-demonstration@2-recording-9_right,both,False,False,train,none
2022-06-06-1654502400-5d6a1-cv-emg-pose-train@2,f6a246de38,ThumbsUpDownThumbRotationsCWCCWP,1654514537.45,1654514598.1666667,left,2022-06-06-1654502400-5d6a1-cv-emg-pose-train@2-recording-1_left,both,False,False,train,none
2022-06-06-1654502400-5d6a1-cv-emg-pose-train@2,f6a246de38,ThumbsUpDownThumbRotationsCWCCWP,1654514537.45,1654514598.1666667,right,2022-06-06-1654502400-5d6a1-cv-emg-pose-train@2-recording-1_right,both,False,False,train,none
